id,release_date,movie,production_budget,domestic_gross_x,worldwide_gross,net_profit,ROI,release_year,clean_movie,movie_id,primary_title,original_title,start_year,runtime_minutes,genres,averagerating,numvotes,clean_title_x,primary_genre,title,studio,domestic_gross_y,foreign_gross,year,total_gross,clean_title_y
6,1995-11-03,Home for the Holidays,20000000.0,17468887.0,22119269.0,2119269.0,0.10596345,1995,home for the holidays,,,,,,,,,,Unknown,,,,,,,
7,2017-03-31,The Zookeeperâs Wife,20000000.0,17445186.0,26308749.0,6308749.0,0.31543745,2017,the zookeeperâs wife,,,,,,,,,,Unknown,,,,,,,
8,2009-02-20,Fired Up,20000000.0,17231291.0,18608570.0,-1391430.0,-0.0695715,2009,fired up,,,,,,,,,,Unknown,,,,,,,
9,2005-04-08,Kung Fu Hustle,20000000.0,17104669.0,102034104.0,82034104.0,4.1017052,2005,kung fu hustle,,,,,,,,,,Unknown,,,,,,,
10,2002-07-26,The Country Bears,20000000.0,16988996.0,16988996.0,-3011004.0,-0.1505502,2002,the country bears,,,,,,,,,,Unknown,,,,,,,
11,2017-09-29,Flatliners,20000000.0,16883115.0,45173738.0,25173738.0,1.2586869,2017,flatliners,tt2039338,Flatliners,Flatliners,2017.0,109.0,"Drama,Horror,Mystery",5.2,33752.0,flatliners,Drama,,,,,,,
12,2007-03-16,Dead Silence,20000000.0,16574590.0,20614661.0,614661.0,0.03073305,2007,dead silence,,,,,,,,,,Unknown,,,,,,,
13,2003-11-21,21 Grams,20000000.0,16248701.0,59667625.0,39667625.0,1.98338125,2003,21 grams,,,,,,,,,,Unknown,,,,,,,
14,2009-12-04,Armored,20000000.0,15988876.0,23661038.0,3661038.0,0.1830519,2009,armored,,,,,,,,,,Unknown,,,,,,,
15,2007-12-14,The Kite Runner,20000000.0,15800078.0,74180745.0,54180745.0,2.70903725,2007,the kite runner,,,,,,,,,,Unknown,,,,,,,
16,2004-09-03,Paparazzi,20000000.0,15712072.0,16612072.0,-3387928.0,-0.1693964,2004,paparazzi,,,,,,,,,,Unknown,,,,,,,
17,2003-01-17,A Guy Thing,20000000.0,15543862.0,17430594.0,-2569406.0,-0.1284703,2003,a guy thing,,,,,,,,,,Unknown,,,,,,,
18,1965-02-15,The Greatest Story Ever Told,20000000.0,15473333.0,15473333.0,-4526667.0,-0.22633335,1965,the greatest story ever told,,,,,,,,,,Unknown,,,,,,,
19,2000-07-21,Loser,20000000.0,15464026.0,18250106.0,-1749894.0,-0.0874947,2000,loser,,,,,,,,,,Unknown,,,,,,,
20,1998-03-06,Twilight,20000000.0,15055091.0,15055091.0,-4944909.0,-0.24724545,1998,twilight,,,,,,,,,,Unknown,,,,,,,
21,2009-09-23,Capitalism: A Love Story,20000000.0,14363397.0,19121531.0,-878469.0,-0.04392345,2009,capitalism a love story,,,,,,,,,,Unknown,,,,,,,
22,2012-04-13,Lockout,20000000.0,14326865.0,33943049.0,13943049.0,0.69715245,2012,lockout,tt1592525,Lockout,Lockout,2012.0,95.0,"Action,Sci-Fi,Thriller",6.1,89554.0,lockout,Action,Lockout,FD,14300000.0,17900000.0,2012.0,32200000.0,lockout
23,2008-08-29,Disaster Movie,20000000.0,14190901.0,36720752.0,16720752.0,0.8360376,2008,disaster movie,,,,,,,,,,Unknown,,,,,,,
24,2011-09-30,What's Your Number?,20000000.0,14011084.0,30163785.0,10163785.0,0.50818925,2011,what's your number?,tt0770703,What's Your Number?,What's Your Number?,2011.0,106.0,"Comedy,Romance",6.1,67922.0,what's your number?,Comedy,What's Your Number?,Fox,14000000.0,16399999.0,2011.0,30399999.0,what's your number?
25,1997-11-14,The Man Who Knew Too Little,20000000.0,13801755.0,13801755.0,-6198245.0,-0.30991225,1997,the man who knew too little,,,,,,,,,,Unknown,,,,,,,
26,2009-04-17,Crank 2: High Voltage,20000000.0,13684249.0,35472739.0,15472739.0,0.77363695,2009,crank 2 high voltage,,,,,,,,,,Unknown,,,,,,,
27,2015-10-30,Burnt,20000000.0,13651946.0,36773510.0,16773510.0,0.8386755,2015,burnt,tt2503944,Burnt,Burnt,2015.0,101.0,"Comedy,Drama",6.6,95988.0,burnt,Comedy,Burnt,Wein.,13700000.0,23000000.0,2015.0,36700000.0,burnt
28,2004-04-30,Envy,20000000.0,13548322.0,14566246.0,-5433754.0,-0.2716877,2004,envy,,,,,,,,,,Unknown,,,,,,,
29,2006-10-13,One Night with the King,20000000.0,13395961.0,13725032.0,-6274968.0,-0.3137484,2006,one night with the king,,,,,,,,,,Unknown,,,,,,,
30,1994-10-21,Bullets Over Broadway,20000000.0,13383747.0,13383747.0,-6616253.0,-0.33081265,1994,bullets over broadway,,,,,,,,,,Unknown,,,,,,,
31,2008-09-19,Ghost Town,20000000.0,13367624.0,29958228.0,9958228.0,0.4979114,2008,ghost town,,,,,,,,,,Unknown,,,,,,,
32,2002-11-22,The Quiet American,20000000.0,12987647.0,26348203.0,6348203.0,0.31741015,2002,the quiet american,,,,,,,,,,Unknown,,,,,,,
33,2016-02-26,Triple 9,20000000.0,12639297.0,25943792.0,5943792.0,0.2971896,2016,triple 9,tt1712261,Triple 9,Triple 9,2016.0,115.0,"Crime,Thriller",6.3,60369.0,triple 9,Crime,Triple 9,ORF,12600000.0,10500000.0,2016.0,23100000.0,triple 9
34,2016-09-02,The Light Between Oceans,20000000.0,12545979.0,22281732.0,2281732.0,0.1140866,2016,the light between oceans,tt2547584,The Light Between Oceans,The Light Between Oceans,2016.0,133.0,"Drama,Romance",7.2,46247.0,the light between oceans,Drama,The Light Between Oceans,BV,12500000.0,13400000.0,2016.0,25900000.0,the light between oceans
35,2005-10-28,The Weather Man,20000000.0,12482775.0,15466961.0,-4533039.0,-0.22665195,2005,the weather man,,,,,,,,,,Unknown,,,,,,,
36,2002-08-23,Undisputed,20000000.0,12398628.0,12398628.0,-7601372.0,-0.3800686,2002,undisputed,,,,,,,,,,Unknown,,,,,,,
37,2009-03-27,12 Rounds,20000000.0,12234694.0,17306648.0,-2693352.0,-0.1346676,2009,12 rounds,,,,,,,,,,Unknown,,,,,,,
38,2010-10-01,Let Me In,20000000.0,12134935.0,28270399.0,8270399.0,0.41351995,2010,let me in,tt1228987,Let Me In,Let Me In,2010.0,116.0,"Drama,Fantasy,Horror",7.1,107012.0,let me in,Drama,Let Me In,Over.,12100000.0,12000000.0,2010.0,24100000.0,let me in
39,1994-05-06,3 Ninjas Kick Back,20000000.0,11744960.0,11744960.0,-8255040.0,-0.412752,1994,3 ninjas kick back,,,,,,,,,,Unknown,,,,,,,
40,2008-02-22,Be Kind Rewind,20000000.0,11175164.0,30894247.0,10894247.0,0.54471235,2008,be kind rewind,,,,,,,,,,Unknown,,,,,,,
41,2005-12-09,Mrs. Henderson Presents,20000000.0,11036366.0,27836366.0,7836366.0,0.3918183,2005,mrs. henderson presents,,,,,,,,,,Unknown,,,,,,,
42,1997-12-12,Deconstructing Harry,20000000.0,10686841.0,10686841.0,-9313159.0,-0.46565795,1997,deconstructing harry,,,,,,,,,,Unknown,,,,,,,
43,1999-10-22,Three to Tango,20000000.0,10570375.0,10570375.0,-9429625.0,-0.47148125,1999,three to tango,,,,,,,,,,Unknown,,,,,,,
44,1989-12-15,We're No Angels,20000000.0,10555348.0,10555348.0,-9444652.0,-0.4722326,1989,we're no angels,,,,,,,,,,Unknown,,,,,,,
45,1996-12-06,Everyone Says I Love You,20000000.0,9725847.0,34600000.0,14600000.0,0.73,1996,everyone says i love you,,,,,,,,,,Unknown,,,,,,,
46,2007-08-31,Death Sentence,20000000.0,9534258.0,16907831.0,-3092169.0,-0.15460845,2007,death sentence,,,,,,,,,,Unknown,,,,,,,
47,2016-06-03,Popstar: Never Stop Never Stopping,20000000.0,9496130.0,9537120.0,-10462880.0,-0.523144,2016,popstar never stop never stopping,tt3960412,Popstar: Never Stop Never Stopping,Popstar: Never Stop Never Stopping,2016.0,87.0,"Comedy,Music",6.7,47278.0,popstar never stop never stopping,Comedy,,,,,,,
48,2017-10-27,Thank You for Your Service,20000000.0,9479390.0,9985316.0,-10014684.0,-0.5007342,2017,thank you for your service,tt2776878,Thank You for Your Service,Thank You for Your Service,2017.0,109.0,"Biography,Drama,War",6.5,10006.0,thank you for your service,Biography,,,,,,,
49,2009-12-04,Everybody's Fine,20000000.0,9208876.0,9208876.0,-10791124.0,-0.5395562,2009,everybody's fine,,,,,,,,,,Unknown,,,,,,,
50,2004-08-27,Superbabies: Baby Geniuses 2,20000000.0,9109322.0,9355369.0,-10644631.0,-0.53223155,2004,superbabies baby geniuses 2,,,,,,,,,,Unknown,,,,,,,
51,2013-09-20,Battle of the Year,20000000.0,8888355.0,16723377.0,-3276623.0,-0.16383115,2013,battle of the year,tt1532958,Battle of the Year,Battle of the Year,2013.0,110.0,"Drama,Music",5.1,8769.0,battle of the year,Drama,Battle of the Year,SGem,8900000.0,7700000.0,2013.0,16600000.0,battle of the year
52,2016-04-29,Ratchet and Clank,20000000.0,8813410.0,14365639.0,-5634361.0,-0.28171805,2016,ratchet and clank,,,,,,,,,,Unknown,,,,,,,
53,2007-08-17,Death at a Funeral,20000000.0,8580428.0,46790428.0,26790428.0,1.3395214,2007,death at a funeral,,,,,,,,,,Unknown,,,,,,,
54,2005-09-09,The Man,20000000.0,8330720.0,10393696.0,-9606304.0,-0.4803152,2005,the man,,,,,,,,,,Unknown,,,,,,,
55,2007-01-05,Code Name: The Cleaner,20000000.0,8135024.0,8135024.0,-11864976.0,-0.5932488,2007,code name the cleaner,,,,,,,,,,Unknown,,,,,,,
56,2014-12-12,Inherent Vice,20000000.0,8110975.0,14772346.0,-5227654.0,-0.2613827,2014,inherent vice,tt1791528,Inherent Vice,Inherent Vice,2014.0,148.0,"Comedy,Crime,Drama",6.7,83346.0,inherent vice,Comedy,Inherent Vice,WB,8100000.0,6600000.0,2014.0,14700000.0,inherent vice
57,2004-04-16,Connie & Carla,20000000.0,8047525.0,8047525.0,-11952475.0,-0.59762375,2004,connie & carla,,,,,,,,,,Unknown,,,,,,,
58,2013-10-11,Machete Kills,20000000.0,8008161.0,18273009.0,-1726991.0,-0.08634955,2013,machete kills,tt2002718,Machete Kills,Machete Kills,2013.0,107.0,"Action,Crime,Sci-Fi",5.6,69968.0,machete kills,Action,Machete Kills,ORF,8000000.0,7000000.0,2013.0,15000000.0,machete kills
59,1969-01-01,Sweet Charity,20000000.0,8000000.0,8000000.0,-12000000.0,-0.6,1969,sweet charity,,,,,,,,,,Unknown,,,,,,,
60,2006-02-24,Doogal,20000000.0,7578946.0,28058652.0,8058652.0,0.4029326,2006,doogal,,,,,,,,,,Unknown,,,,,,,
61,2005-09-16,Proof,20000000.0,7535331.0,8284331.0,-11715669.0,-0.58578345,2005,proof,,,,,,,,,,Unknown,,,,,,,
62,2008-10-03,An American Carol,20000000.0,7013191.0,7022183.0,-12977817.0,-0.64889085,2008,an american carol,,,,,,,,,,Unknown,,,,,,,
63,2003-03-14,Willard,20000000.0,6882696.0,6882696.0,-13117304.0,-0.6558652,2003,willard,,,,,,,,,,Unknown,,,,,,,
64,2008-02-01,Strange Wilderness,20000000.0,6575282.0,6947084.0,-13052916.0,-0.6526458,2008,strange wilderness,,,,,,,,,,Unknown,,,,,,,
65,2015-04-24,Little Boy,20000000.0,6485961.0,17769299.0,-2230701.0,-0.11153505,2015,little boy,tt1810683,Little Boy,Little Boy,2015.0,106.0,"Drama,History,War",7.4,20945.0,little boy,Drama,Little Boy,ORF,6500000.0,,2015.0,,little boy
66,1999-12-17,Topsy Turvy,20000000.0,6201757.0,6201757.0,-13798243.0,-0.68991215,1999,topsy turvy,,,,,,,,,,Unknown,,,,,,,
67,2012-10-26,Chasing Mavericks,20000000.0,6002756.0,8300821.0,-11699179.0,-0.58495895,2012,chasing mavericks,tt1629757,Chasing Mavericks,Chasing Mavericks,2012.0,116.0,"Biography,Drama,Sport",7.2,28994.0,chasing mavericks,Biography,Chasing Mavericks,Fox,6000000.0,600.0,2012.0,6000600.0,chasing mavericks
68,2014-12-31,A Most Violent Year,20000000.0,5749134.0,8846875.0,-11153125.0,-0.55765625,2014,a most violent year,tt2937898,A Most Violent Year,A Most Violent Year,2014.0,125.0,"Crime,Drama,Thriller",7.0,60165.0,a most violent year,Crime,A Most Violent Year,A24,5700000.0,6300000.0,2014.0,12000000.0,a most violent year
69,2011-11-23,A Dangerous Method,20000000.0,5702083.0,14807531.0,-5192469.0,-0.25962345,2011,a dangerous method,tt1571222,A Dangerous Method,A Dangerous Method,2011.0,99.0,"Biography,Drama,Romance",6.4,93259.0,a dangerous method,Biography,A Dangerous Method,SPC,5700000.0,21800000.0,2011.0,27500000.0,a dangerous method
70,2006-07-07,A Scanner Darkly,20000000.0,5501616.0,7405084.0,-12594916.0,-0.6297458,2006,a scanner darkly,,,,,,,,,,Unknown,,,,,,,
71,2009-08-14,Bandslam,20000000.0,5210988.0,12967829.0,-7032171.0,-0.35160855,2009,bandslam,,,,,,,,,,Unknown,,,,,,,
72,2005-01-28,Alone in the Dark,20000000.0,5178569.0,10588079.0,-9411921.0,-0.47059605,2005,alone in the dark,,,,,,,,,,Unknown,,,,,,,
73,2004-10-29,Birth,20000000.0,5005899.0,14603001.0,-5396999.0,-0.26984995,2004,birth,,,,,,,,,,Unknown,,,,,,,
74,2016-08-26,Hands of Stone,20000000.0,4712792.0,5031975.0,-14968025.0,-0.74840125,2016,hands of stone,tt1781827,Hands of Stone,Hands of Stone,2016.0,111.0,"Action,Biography,Drama",6.6,12851.0,hands of stone,Action,Hands of Stone,Wein.,4700000.0,,2016.0,,hands of stone
75,2008-10-24,Passchendaele,20000000.0,4452423.0,4453327.0,-15546673.0,-0.77733365,2008,passchendaele,,,,,,,,,,Unknown,,,,,,,
76,2008-10-03,Flash of Genius,20000000.0,4442377.0,4504111.0,-15495889.0,-0.77479445,2008,flash of genius,,,,,,,,,,Unknown,,,,,,,
77,2007-11-21,Iâm Not There,20000000.0,4017609.0,12397613.0,-7602387.0,-0.38011935,2007,iâm not there,,,,,,,,,,Unknown,,,,,,,
78,2012-09-07,The Cold Light of Day,20000000.0,3763583.0,25361206.0,5361206.0,0.2680603,2012,the cold light of day,tt1366365,The Cold Light of Day,The Cold Light of Day,2012.0,93.0,"Action,Thriller",4.9,33039.0,the cold light of day,Action,The Cold Light of Day,LG/S,3800000.0,13100000.0,2012.0,16900000.0,the cold light of day
79,2009-05-15,The Brothers Bloom,20000000.0,3531756.0,5531756.0,-14468244.0,-0.7234122,2009,the brothers bloom,,,,,,,,,,Unknown,,,,,,,
80,2008-10-24,"Synecdoche, New York",20000000.0,3083538.0,4383538.0,-15616462.0,-0.7808231,2008,"synecdoche, new york",,,,,,,,,,Unknown,,,,,,,
81,2018-10-26,Suspiria,20000000.0,2483472.0,7034615.0,-12965385.0,-0.64826925,2018,suspiria,tt1034415,Suspiria,Suspiria,2018.0,152.0,"Fantasy,Horror,Mystery",6.8,37360.0,suspiria,Fantasy,Suspiria,Amazon,2500000.0,5400000.0,2018.0,7900000.0,suspiria
82,2017-11-03,LBJ,20000000.0,2468683.0,2507181.0,-17492819.0,-0.87464095,2017,lbj,,,,,,,,,,Unknown,,,,,,,
83,1999-10-29,Mononoke-hime,20000000.0,2374107.0,150350000.0,130350000.0,6.5175,1999,mononoke-hime,,,,,,,,,,Unknown,,,,,,,
84,2004-03-19,Bon Voyage,20000000.0,2353728.0,8361736.0,-11638264.0,-0.5819132,2004,bon voyage,,,,,,,,,,Unknown,,,,,,,
85,2015-11-13,My All-American,20000000.0,2246000.0,2246000.0,-17754000.0,-0.8877,2015,my all-american,tt3719896,My All-American,My All-American,2015.0,118.0,"Biography,Drama,Sport",7.2,5058.0,my all-american,Biography,,,,,,,
86,1980-06-20,Can't Stop the Music,20000000.0,2000000.0,2000000.0,-18000000.0,-0.9,1980,can't stop the music,,,,,,,,,,Unknown,,,,,,,
87,2006-05-05,The Proposition,20000000.0,1903434.0,5313608.0,-14686392.0,-0.7343196,2006,the proposition,,,,,,,,,,Unknown,,,,,,,
88,2003-08-22,Marci X,20000000.0,1646664.0,1646664.0,-18353336.0,-0.9176668,2003,marci x,,,,,,,,,,Unknown,,,,,,,
89,2002-12-06,Equilibrium,20000000.0,1190018.0,5345869.0,-14654131.0,-0.73270655,2002,equilibrium,,,,,,,,,,Unknown,,,,,,,
90,2011-04-29,Dylan Dog: Dead of Night,20000000.0,1186538.0,6093725.0,-13906275.0,-0.69531375,2011,dylan dog dead of night,,,,,,,,,,Unknown,Dylan Dog: Dead of Night,OMNI/FSR,1200000.0,3400000.0,2011.0,4600000.0,dylan dog dead of night
91,2012-08-29,The Oogieloves in the BIG Balloon Adventure,20000000.0,1065907.0,1065907.0,-18934093.0,-0.94670465,2012,the oogieloves in the big balloon adventure,tt1520498,The Oogieloves in the Big Balloon Adventure,The Oogieloves in the Big Balloon Adventure,2012.0,88.0,"Adventure,Family,Fantasy",6.0,14723.0,the oogieloves in the big balloon adventure,Adventure,,,,,,,
92,2008-05-23,The Children of Huang Shi,20000000.0,1031872.0,8221700.0,-11778300.0,-0.588915,2008,the children of huang shi,,,,,,,,,,Unknown,,,,,,,
93,2000-10-20,The Yards,20000000.0,882710.0,2282710.0,-17717290.0,-0.8858645,2000,the yards,,,,,,,,,,Unknown,,,,,,,
94,2010-08-06,Middle Men,20000000.0,754301.0,754301.0,-19245699.0,-0.96228495,2010,middle men,tt1664697,Middle Men,Middle Men,2010.0,82.0,"Action,Comedy,Crime",5.8,45.0,middle men,Action,,,,,,,
95,2017-04-28,JÃ¬yÃ¬ dÃ shÄ«,20000000.0,587470.0,43888531.0,23888531.0,1.19442655,2017,jã¬yã¬ dã shä«,,,,,,,,,,Unknown,,,,,,,
96,2010-12-03,All Good Things,20000000.0,582024.0,873617.0,-19126383.0,-0.95631915,2010,all good things,tt1175709,All Good Things,All Good Things,2010.0,101.0,"Crime,Drama,Mystery",6.3,49684.0,all good things,Crime,All Good Things,Magn.,582000.0,62500.0,2010.0,644500.0,all good things
97,2015-11-13,By the Sea,20000000.0,538460.0,3727746.0,-16272254.0,-0.8136127,2015,by the sea,tt3707106,By the Sea,By the Sea,2015.0,122.0,"Drama,Romance",5.3,16206.0,by the sea,Drama,By the Sea,Uni.,538000.0,2800000.0,2015.0,3338000.0,by the sea
98,2005-03-18,Steamboy,20000000.0,468867.0,10468867.0,-9531133.0,-0.47655665,2005,steamboy,,,,,,,,,,Unknown,,,,,,,
99,2005-04-22,The Game of Their Lives,20000000.0,375474.0,375474.0,-19624526.0,-0.9812263,2005,the game of their lives,,,,,,,,,,Unknown,,,,,,,
100,1994-09-11,Rapa Nui,20000000.0,305070.0,305070.0,-19694930.0,-0.9847465,1994,rapa nui,,,,,,,,,,Unknown,,,,,,,
1,2010-12-10,The Tempest,20000000.0,277943.0,277943.0,-19722057.0,-0.98610285,2010,the tempest,tt1274300,The Tempest,The Tempest,2010.0,110.0,"Comedy,Drama,Fantasy",5.4,7073.0,the tempest,Comedy,The Tempest,Mira.,278000.0,68700.0,2010.0,346700.0,the tempest
1,2010-12-10,The Tempest,20000000.0,277943.0,277943.0,-19722057.0,-0.98610285,2010,the tempest,tt1683003,The Tempest,The Tempest,2010.0,131.0,Drama,7.8,94.0,the tempest,Drama,The Tempest,Mira.,278000.0,68700.0,2010.0,346700.0,the tempest
2,2008-03-07,é·æ±ä¸è (CJ7),20000000.0,206678.0,47300771.0,27300771.0,1.36503855,2008,é·æ±ä¸è (cj7),,,,,,,,,,Unknown,,,,,,,
3,2009-09-18,The Burning Plain,20000000.0,200730.0,1167092.0,-18832908.0,-0.9416454,2009,the burning plain,,,,,,,,,,Unknown,,,,,,,
4,1998-03-27,Les Couloirs du temps: Les visiteurs 2,20000000.0,146072.0,26146072.0,6146072.0,0.3073036,1998,les couloirs du temps les visiteurs 2,,,,,,,,,,Unknown,,,,,,,
5,2003-04-25,People I Know,20000000.0,121972.0,5694213.0,-14305787.0,-0.71528935,2003,people i know,,,,,,,,,,Unknown,,,,,,,
6,2015-10-30,Regression,20000000.0,55039.0,15824374.0,-4175626.0,-0.2087813,2015,regression,tt3319920,Regression,Regression,2015.0,106.0,"Crime,Horror,Mystery",5.7,33335.0,regression,Crime,,,,,,,
7,2008-12-31,Admiral,20000000.0,0.0,38585047.0,18585047.0,0.92925235,2008,admiral,,,,,,,,,,Unknown,,,,,,,
8,2012-12-31,Zambezia,20000000.0,0.0,34454336.0,14454336.0,0.7227168,2012,zambezia,tt1488181,Zambezia,Zambezia,2012.0,83.0,"Adventure,Animation,Comedy",5.8,6010.0,zambezia,Adventure,,,,,,,
9,2010-04-13,Three Kingdoms: Resurrection of the Dragon,20000000.0,0.0,22139590.0,2139590.0,0.1069795,2010,three kingdoms resurrection of the dragon,,,,,,,,,,Unknown,,,,,,,
10,2004-03-31,The Touch,20000000.0,0.0,5918742.0,-14081258.0,-0.7040629,2004,the touch,,,,,,,,,,Unknown,,,,,,,
11,2015-05-29,Survivor,20000000.0,0.0,1703281.0,-18296719.0,-0.91483595,2015,survivor,tt3247714,Survivor,Survivor,2015.0,96.0,"Action,Crime,Thriller",5.6,28614.0,survivor,Action,,,,,,,
12,2016-11-18,The History of Love,20000000.0,0.0,476624.0,-19523376.0,-0.9761688,2016,the history of love,tt0443533,The History of Love,The History of Love,2016.0,134.0,"Drama,Romance,War",6.3,1024.0,the history of love,Drama,,,,,,,
13,2007-12-25,Butterfly on a Wheel,20000000.0,0.0,0.0,-20000000.0,-1.0,2007,butterfly on a wheel,,,,,,,,,,Unknown,,,,,,,
14,2014-08-29,Dwegons and Leprechauns,20000000.0,0.0,0.0,-20000000.0,-1.0,2014,dwegons and leprechauns,tt1134666,Dwegons and Leprechauns,Dwegons and Leprechauns,2014.0,98.0,Animation,4.2,84.0,dwegons and leprechauns,Animation,,,,,,,
15,2016-07-22,Fight Valley,20000000.0,0.0,0.0,-20000000.0,-1.0,2016,fight valley,tt4280822,Fight Valley,Fight Valley,2016.0,90.0,"Action,Drama",2.7,494.0,fight valley,Action,,,,,,,
16,2017-12-31,The Thousand Miles,20000000.0,0.0,0.0,-20000000.0,-1.0,2017,the thousand miles,,,,,,,,,,Unknown,,,,,,,
17,2018-12-13,Bird Box,19800000.0,0.0,0.0,-19800000.0,-1.0,2018,bird box,tt2737304,Bird Box,Bird Box,2018.0,124.0,"Drama,Horror,Sci-Fi",6.6,218063.0,bird box,Drama,,,,,,,
18,2009-08-21,Der Baader Meinhof Komplex,19700000.0,476270.0,16498827.0,-3201173.0,-0.16249609137055837,2009,der baader meinhof komplex,,,,,,,,,,Unknown,,,,,,,
19,2017-12-01,The Shape of Water,19500000.0,63859435.0,195790794.0,176290794.0,9.040553538461538,2017,the shape of water,tt5580390,The Shape of Water,The Shape of Water,2017.0,123.0,"Adventure,Drama,Fantasy",7.3,308112.0,the shape of water,Adventure,The Shape of Water,FoxS,63900000.0,131400000.0,2017.0,195300000.0,the shape of water
20,2012-11-23,De rouille et dâos,19500000.0,2061449.0,29393634.0,9893634.0,0.5073658461538462,2012,de rouille et dâos,,,,,,,,,,Unknown,,,,,,,
21,2006-12-20,The Painted Veil,19400000.0,8060487.0,15118795.0,-4281205.0,-0.22068067010309278,2006,the painted veil,,,,,,,,,,Unknown,,,,,,,
22,2013-08-23,The Frozen Ground,19200000.0,0.0,5617460.0,-13582540.0,-0.7074239583333334,2013,the frozen ground,tt2005374,The Frozen Ground,The Frozen Ground,2013.0,105.0,"Crime,Drama,Mystery",6.4,51915.0,the frozen ground,Crime,,,,,,,
23,2011-07-29,The Devil's Double,19100000.0,1361512.0,5965646.0,-13134354.0,-0.6876625130890053,2011,the devil's double,tt1270262,The Devil's Double,The Devil's Double,2011.0,109.0,"Biography,Drama,Thriller",7.1,58342.0,the devil's double,Biography,The Devil's Double,LGF,1400000.0,,2011.0,,the devil's double
24,1985-07-03,Back to the Future,19000000.0,212259762.0,385524784.0,366524784.0,19.290778105263158,1985,back to the future,,,,,,,,,,Unknown,,,,,,,
25,1990-11-09,Dances with Wolves,19000000.0,184208842.0,424200000.0,405200000.0,21.326315789473686,1990,dances with wolves,,,,,,,,,,Unknown,,,,,,,
26,2000-07-07,Scary Movie,19000000.0,157019771.0,277200000.0,258200000.0,13.589473684210526,2000,scary movie,,,,,,,,,,Unknown,,,,,,,
27,2011-06-24,Bad Teacher,19000000.0,100292856.0,215448997.0,196448997.0,10.339420894736842,2011,bad teacher,tt1284575,Bad Teacher,Bad Teacher,2011.0,92.0,"Comedy,Romance",5.7,181189.0,bad teacher,Comedy,Bad Teacher,Sony,100300000.0,115900000.0,2011.0,216200000.0,bad teacher
28,2016-08-12,Sausage Party,19000000.0,97670358.0,141344255.0,122344255.0,6.439171315789474,2016,sausage party,tt1700841,Sausage Party,Sausage Party,2016.0,89.0,"Adventure,Animation,Comedy",6.2,159111.0,sausage party,Adventure,Sausage Party,Sony,97700000.0,43000000.0,2016.0,140700000.0,sausage party
29,1989-09-15,Sea of Love,19000000.0,58571513.0,58571513.0,39571513.0,2.0827112105263157,1989,sea of love,,,,,,,,,,Unknown,,,,,,,
30,2003-01-10,Just Married,19000000.0,56127162.0,101564935.0,82564935.0,4.345522894736842,2003,just married,,,,,,,,,,Unknown,,,,,,,
31,2009-09-11,I Can Do Bad All By Myself,19000000.0,51733921.0,51733921.0,32733921.0,1.722837947368421,2009,i can do bad all by myself,,,,,,,,,,Unknown,,,,,,,
32,2004-07-16,A Cinderella Story,19000000.0,51438175.0,70164105.0,51164105.0,2.6928476315789474,2004,a cinderella story,,,,,,,,,,Unknown,,,,,,,
33,1980-05-23,The Shining,19000000.0,44017374.0,44728227.0,25728227.0,1.3541172105263157,1980,the shining,,,,,,,,,,Unknown,,,,,,,
34,2001-10-26,Thirteen Ghosts,19000000.0,41867960.0,68467960.0,49467960.0,2.603576842105263,2001,thirteen ghosts,,,,,,,,,,Unknown,,,,,,,
35,1999-10-29,House on Haunted Hill,19000000.0,40846082.0,65090541.0,46090541.0,2.425817947368421,1999,house on haunted hill,,,,,,,,,,Unknown,,,,,,,
36,2010-02-26,The Crazies,19000000.0,39123589.0,56445534.0,37445534.0,1.9708175789473685,2010,the crazies,tt0455407,The Crazies,The Crazies,2010.0,101.0,"Horror,Thriller",6.5,104465.0,the crazies,Horror,The Crazies,Over.,39100000.0,15700000.0,2010.0,54800000.0,the crazies
37,2009-01-16,Notorious,19000000.0,36843682.0,44972183.0,25972183.0,1.366957,2009,notorious,,,,,,,,,,Unknown,,,,,,,
38,2018-11-02,Nobodyâs Fool,19000000.0,31713110.0,32589493.0,13589493.0,0.7152364736842105,2018,nobodyâs fool,,,,,,,,,,Unknown,,,,,,,
39,2010-08-20,The Switch,19000000.0,27758465.0,49858465.0,30858465.0,1.6241297368421053,2010,the switch,tt0889573,The Switch,The Switch,2010.0,101.0,"Comedy,Drama,Romance",6.1,90661.0,the switch,Comedy,The Switch,Mira.,27800000.0,22100000.0,2010.0,49900000.0,the switch
40,2010-01-08,Leap Year,19000000.0,25918920.0,32618920.0,13618920.0,0.7167852631578947,2010,leap year,tt1216492,Leap Year,Leap Year,2010.0,100.0,"Comedy,Romance",6.5,86125.0,leap year,Comedy,Leap Year,Uni.,25900000.0,6700000.0,2010.0,32600000.0,leap year
40,2010-01-08,Leap Year,19000000.0,25918920.0,32618920.0,13618920.0,0.7167852631578947,2010,leap year,tt1537401,Leap Year,Año bisiesto,2010.0,94.0,"Drama,Romance",5.9,2211.0,leap year,Drama,Leap Year,Uni.,25900000.0,6700000.0,2010.0,32600000.0,leap year
